Combination,Mean
"((102.0, 101.735), (101.468, 101.202), (100.667, 100.4), (98.798, 98.532))",100.60024999999999
"((102.0, 101.735), (101.468, 101.202), (100.667, 100.4), (98.531, 98.266))",100.533625
"((102.0, 101.735), (101.468, 101.202), (100.667, 100.4), (98.265, 98.0))",100.467125
"((102.0, 101.735), (101.468, 101.202), (100.4, 100.134), (100.133, 99.867))",100.86737500000001
"((102.0, 101.735), (101.468, 101.202), (100.4, 100.134), (99.866, 99.6))",100.80062500000001
"((102.0, 101.735), (101.468, 101.202), (100.4, 100.134), (99.599, 99.333))",100.73387500000001
"((102.0, 101.735), (101.468, 101.202), (100.4, 100.134), (99.332, 99.066))",100.66712500000001
"((102.0, 101.735), (101.468, 101.202), (100.4, 100.134), (99.065, 98.799))",100.60037500000001
"((102.0, 101.735), (101.468, 101.202), (100.4, 100.134), (98.798, 98.532))",100.533625
"((102.0, 101.735), (101.468, 101.202), (100.4, 100.134), (98.531, 98.266))",100.46700000000001
"((102.0, 101.735), (101.468, 101.202), (100.4, 100.134), (98.265, 98.0))",100.40050000000001
"((102.0, 101.735), (101.468, 101.202), (100.133, 99.867), (99.866, 99.6))",100.733875
"((102.0, 101.735), (101.468, 101.202), (100.133, 99.867), (99.599, 99.333))",100.667125
"((102.0, 101.735), (101.468, 101.202), (100.133, 99.867), (99.332, 99.066))",100.600375
"((102.0, 101.735), (101.468, 101.202), (100.133, 99.867), (99.065, 98.799))",100.533625
"((102.0, 101.735), (101.468, 101.202), (100.133, 99.867), (98.798, 98.532))",100.46687499999999
"((102.0, 101.735), (101.468, 101.202), (100.133, 99.867), (98.531, 98.266))",100.40025
"((102.0, 101.735), (101.468, 101.202), (100.133, 99.867), (98.265, 98.0))",100.33375
"((102.0, 101.735), (101.468, 101.202), (99.866, 99.6), (99.599, 99.333))",100.60037500000001
"((102.0, 101.735), (101.468, 101.202), (99.866, 99.6), (99.332, 99.066))",100.53362500000001
"((102.0, 101.735), (101.468, 101.202), (99.866, 99.6), (99.065, 98.799))",100.46687500000002
"((102.0, 101.735), (101.468, 101.202), (99.866, 99.6), (98.798, 98.532))",100.400125
"((102.0, 101.735), (101.468, 101.202), (99.866, 99.6), (98.531, 98.266))",100.33350000000002
"((102.0, 101.735), (101.468, 101.202), (99.866, 99.6), (98.265, 98.0))",100.26700000000001
"((102.0, 101.735), (101.468, 101.202), (99.599, 99.333), (99.332, 99.066))",100.466875
"((102.0, 101.735), (101.468, 101.202), (99.599, 99.333), (99.065, 98.799))",100.400125
"((102.0, 101.735), (101.468, 101.202), (99.599, 99.333), (98.798, 98.532))",100.33337499999999
"((102.0, 101.735), (101.468, 101.202), (99.599, 99.333), (98.531, 98.266))",100.26675
"((102.0, 101.735), (101.468, 101.202), (99.599, 99.333), (98.265, 98.0))",100.20025
"((102.0, 101.735), (101.468, 101.202), (99.332, 99.066), (99.065, 98.799))",100.333375
"((102.0, 101.735), (101.468, 101.202), (99.332, 99.066), (98.798, 98.532))",100.266625
"((102.0, 101.735), (101.468, 101.202), (99.332, 99.066), (98.531, 98.266))",100.2
"((102.0, 101.735), (101.468, 101.202), (99.332, 99.066), (98.265, 98.0))",100.1335
"((102.0, 101.735), (101.468, 101.202), (99.065, 98.799), (98.798, 98.532))",100.19987499999999
"((102.0, 101.735), (101.468, 101.202), (99.065, 98.799), (98.531, 98.266))",100.13325
"((102.0, 101.735), (101.468, 101.202), (99.065, 98.799), (98.265, 98.0))",100.06675
"((102.0, 101.735), (101.468, 101.202), (98.798, 98.532), (98.531, 98.266))",100.0665
"((102.0, 101.735), (101.468, 101.202), (98.798, 98.532), (98.265, 98.0))",100.0
"((102.0, 101.735), (101.468, 101.202), (98.531, 98.266), (98.265, 98.0))",99.933375
"((102.0, 101.735), (101.201, 100.935), (100.934, 100.668), (100.667, 100.4))",101.0675
"((102.0, 101.735), (101.201, 100.935), (100.934, 100.668), (100.4, 100.134))",101.000875
"((102.0, 101.735), (101.201, 100.935), (100.934, 100.668), (100.133, 99.867))",100.934125
"((102.0, 101.735), (101.201, 100.935), (100.934, 100.668), (99.866, 99.6))",100.867375
"((102.0, 101.735), (101.201, 100.935), (100.934, 100.668), (99.599, 99.333))",100.800625
"((102.0, 101.735), (101.201, 100.935), (100.934, 100.668), (99.332, 99.066))",100.733875
"((102.0, 101.735), (101.201, 100.935), (100.934, 100.668), (99.065, 98.799))",100.667125
"((102.0, 101.735), (101.201, 100.935), (100.934, 100.668), (98.798, 98.532))",100.60037499999999
"((102.0, 101.735), (101.201, 100.935), (100.934, 100.668), (98.531, 98.266))",100.53375
"((102.0, 101.735), (101.201, 100.935), (100.934, 100.668), (98.265, 98.0))",100.46724999999999
"((102.0, 101.735), (101.201, 100.935), (100.667, 100.4), (100.4, 100.134))",100.934
"((102.0, 101.735), (101.201, 100.935), (100.667, 100.4), (100.133, 99.867))",100.86725
"((102.0, 101.735), (101.201, 100.935), (100.667, 100.4), (99.866, 99.6))",100.8005
"((102.0, 101.735), (101.201, 100.935), (100.667, 100.4), (99.599, 99.333))",100.73375
"((102.0, 101.735), (101.201, 100.935), (100.667, 100.4), (99.332, 99.066))",100.667
"((102.0, 101.735), (101.201, 100.935), (100.667, 100.4), (99.065, 98.799))",100.60025
"((102.0, 101.735), (101.201, 100.935), (100.667, 100.4), (98.798, 98.532))",100.5335
"((102.0, 101.735), (101.201, 100.935), (100.667, 100.4), (98.531, 98.266))",100.466875
"((102.0, 101.735), (101.201, 100.935), (100.667, 100.4), (98.265, 98.0))",100.400375
"((102.0, 101.735), (101.201, 100.935), (100.4, 100.134), (100.133, 99.867))",100.800625
"((102.0, 101.735), (101.201, 100.935), (100.4, 100.134), (99.866, 99.6))",100.733875
"((102.0, 101.735), (101.201, 100.935), (100.4, 100.134), (99.599, 99.333))",100.667125
"((102.0, 101.735), (101.201, 100.935), (100.4, 100.134), (99.332, 99.066))",100.600375
"((102.0, 101.735), (101.201, 100.935), (100.4, 100.134), (99.065, 98.799))",100.533625
"((102.0, 101.735), (101.201, 100.935), (100.4, 100.134), (98.798, 98.532))",100.46687499999999
"((102.0, 101.735), (101.201, 100.935), (100.4, 100.134), (98.531, 98.266))",100.40025
"((102.0, 101.735), (101.201, 100.935), (100.4, 100.134), (98.265, 98.0))",100.33375
"((102.0, 101.735), (101.201, 100.935), (100.133, 99.867), (99.866, 99.6))",100.667125
"((102.0, 101.735), (101.201, 100.935), (100.133, 99.867), (99.599, 99.333))",100.600375
"((102.0, 101.735), (101.201, 100.935), (100.133, 99.867), (99.332, 99.066))",100.533625
"((102.0, 101.735), (101.201, 100.935), (100.133, 99.867), (99.065, 98.799))",100.466875
"((102.0, 101.735), (101.201, 100.935), (100.133, 99.867), (98.798, 98.532))",100.400125
"((102.0, 101.735), (101.201, 100.935), (100.133, 99.867), (98.531, 98.266))",100.3335
"((102.0, 101.735), (101.201, 100.935), (100.133, 99.867), (98.265, 98.0))",100.267
"((102.0, 101.735), (101.201, 100.935), (99.866, 99.6), (99.599, 99.333))",100.533625
"((102.0, 101.735), (101.201, 100.935), (99.866, 99.6), (99.332, 99.066))",100.466875
"((102.0, 101.735), (101.201, 100.935), (99.866, 99.6), (99.065, 98.799))",100.400125
"((102.0, 101.735), (101.201, 100.935), (99.866, 99.6), (98.798, 98.532))",100.33337499999999
"((102.0, 101.735), (101.201, 100.935), (99.866, 99.6), (98.531, 98.266))",100.26675
"((102.0, 101.735), (101.201, 100.935), (99.866, 99.6), (98.265, 98.0))",100.20025
"((102.0, 101.735), (101.201, 100.935), (99.599, 99.333), (99.332, 99.066))",100.400125
"((102.0, 101.735), (101.201, 100.935), (99.599, 99.333), (99.065, 98.799))",100.333375
"((102.0, 101.735), (101.201, 100.935), (99.599, 99.333), (98.798, 98.532))",100.266625
"((102.0, 101.735), (101.201, 100.935), (99.599, 99.333), (98.531, 98.266))",100.2
"((102.0, 101.735), (101.201, 100.935), (99.599, 99.333), (98.265, 98.0))",100.1335
"((102.0, 101.735), (101.201, 100.935), (99.332, 99.066), (99.065, 98.799))",100.266625
"((102.0, 101.735), (101.201, 100.935), (99.332, 99.066), (98.798, 98.532))",100.19987499999999
"((102.0, 101.735), (101.201, 100.935), (99.332, 99.066), (98.531, 98.266))",100.13325
"((102.0, 101.735), (101.201, 100.935), (99.332, 99.066), (98.265, 98.0))",100.06675
"((102.0, 101.735), (101.201, 100.935), (99.065, 98.799), (98.798, 98.532))",100.133125
"((102.0, 101.735), (101.201, 100.935), (99.065, 98.799), (98.531, 98.266))",100.0665
"((102.0, 101.735), (101.201, 100.935), (99.065, 98.799), (98.265, 98.0))",100.0
"((102.0, 101.735), (101.201, 100.935), (98.798, 98.532), (98.531, 98.266))",99.99975
"((102.0, 101.735), (101.201, 100.935), (98.798, 98.532), (98.265, 98.0))",99.93325
"((102.0, 101.735), (101.201, 100.935), (98.531, 98.266), (98.265, 98.0))",99.866625
"((102.0, 101.735), (100.934, 100.668), (100.667, 100.4), (100.4, 100.134))",100.86725
"((102.0, 101.735), (100.934, 100.668), (100.667, 100.4), (100.133, 99.867))",100.8005
"((102.0, 101.735), (100.934, 100.668), (100.667, 100.4), (99.866, 99.6))",100.73375
"((102.0, 101.735), (100.934, 100.668), (100.667, 100.4), (99.599, 99.333))",100.667
"((102.0, 101.735), (100.934, 100.668), (100.667, 100.4), (99.332, 99.066))",100.60025
"((102.0, 101.735), (100.934, 100.668), (100.667, 100.4), (99.065, 98.799))",100.5335
"((102.0, 101.735), (100.934, 100.668), (100.667, 100.4), (98.798, 98.532))",100.46674999999999
"((102.0, 101.735), (100.934, 100.668), (100.667, 100.4), (98.531, 98.266))",100.400125
"((102.0, 101.735), (100.934, 100.668), (100.667, 100.4), (98.265, 98.0))",100.333625
"((102.0, 101.735), (100.934, 100.668), (100.4, 100.134), (100.133, 99.867))",100.733875
"((102.0, 101.735), (100.934, 100.668), (100.4, 100.134), (99.866, 99.6))",100.667125
"((102.0, 101.735), (100.934, 100.668), (100.4, 100.134), (99.599, 99.333))",100.600375
"((102.0, 101.735), (100.934, 100.668), (100.4, 100.134), (99.332, 99.066))",100.533625
"((102.0, 101.735), (100.934, 100.668), (100.4, 100.134), (99.065, 98.799))",100.466875
"((102.0, 101.735), (100.934, 100.668), (100.4, 100.134), (98.798, 98.532))",100.400125
"((102.0, 101.735), (100.934, 100.668), (100.4, 100.134), (98.531, 98.266))",100.3335
"((102.0, 101.735), (100.934, 100.668), (100.4, 100.134), (98.265, 98.0))",100.267
"((102.0, 101.735), (100.934, 100.668), (100.133, 99.867), (99.866, 99.6))",100.600375
"((102.0, 101.735), (100.934, 100.668), (100.133, 99.867), (99.599, 99.333))",100.533625
"((102.0, 101.735), (100.934, 100.668), (100.133, 99.867), (99.332, 99.066))",100.466875
"((102.0, 101.735), (100.934, 100.668), (100.133, 99.867), (99.065, 98.799))",100.400125
"((102.0, 101.735), (100.934, 100.668), (100.133, 99.867), (98.798, 98.532))",100.33337499999999
"((102.0, 101.735), (100.934, 100.668), (100.133, 99.867), (98.531, 98.266))",100.26675
"((102.0, 101.735), (100.934, 100.668), (100.133, 99.867), (98.265, 98.0))",100.20025
"((102.0, 101.735), (100.934, 100.668), (99.866, 99.6), (99.599, 99.333))",100.466875
"((102.0, 101.735), (100.934, 100.668), (99.866, 99.6), (99.332, 99.066))",100.400125
"((102.0, 101.735), (100.934, 100.668), (99.866, 99.6), (99.065, 98.799))",100.333375
"((102.0, 101.735), (100.934, 100.668), (99.866, 99.6), (98.798, 98.532))",100.266625
"((102.0, 101.735), (100.934, 100.668), (99.866, 99.6), (98.531, 98.266))",100.2
"((102.0, 101.735), (100.934, 100.668), (99.866, 99.6), (98.265, 98.0))",100.1335
"((102.0, 101.735), (100.934, 100.668), (99.599, 99.333), (99.332, 99.066))",100.333375
"((102.0, 101.735), (100.934, 100.668), (99.599, 99.333), (99.065, 98.799))",100.266625
"((102.0, 101.735), (100.934, 100.668), (99.599, 99.333), (98.798, 98.532))",100.19987499999999
"((102.0, 101.735), (100.934, 100.668), (99.599, 99.333), (98.531, 98.266))",100.13325
"((102.0, 101.735), (100.934, 100.668), (99.599, 99.333), (98.265, 98.0))",100.06675
"((102.0, 101.735), (100.934, 100.668), (99.332, 99.066), (99.065, 98.799))",100.199875
"((102.0, 101.735), (100.934, 100.668), (99.332, 99.066), (98.798, 98.532))",100.133125
"((102.0, 101.735), (100.934, 100.668), (99.332, 99.066), (98.531, 98.266))",100.0665
"((102.0, 101.735), (100.934, 100.668), (99.332, 99.066), (98.265, 98.0))",100.0
"((102.0, 101.735), (100.934, 100.668), (99.065, 98.799), (98.798, 98.532))",100.066375
"((102.0, 101.735), (100.934, 100.668), (99.065, 98.799), (98.531, 98.266))",99.99975
"((102.0, 101.735), (100.934, 100.668), (99.065, 98.799), (98.265, 98.0))",99.93325
"((102.0, 101.735), (100.934, 100.668), (98.798, 98.532), (98.531, 98.266))",99.93299999999999
"((102.0, 101.735), (100.934, 100.668), (98.798, 98.532), (98.265, 98.0))",99.86649999999999
"((102.0, 101.735), (100.934, 100.668), (98.531, 98.266), (98.265, 98.0))",99.799875
"((102.0, 101.735), (100.667, 100.4), (100.4, 100.134), (100.133, 99.867))",100.667
"((102.0, 101.735), (100.667, 100.4), (100.4, 100.134), (99.866, 99.6))",100.60025
"((102.0, 101.735), (100.667, 100.4), (100.4, 100.134), (99.599, 99.333))",100.5335
"((102.0, 101.735), (100.667, 100.4), (100.4, 100.134), (99.332, 99.066))",100.46675
"((102.0, 101.735), (100.667, 100.4), (100.4, 100.134), (99.065, 98.799))",100.4
"((102.0, 101.735), (100.667, 100.4), (100.4, 100.134), (98.798, 98.532))",100.33324999999999
"((102.0, 101.735), (100.667, 100.4), (100.4, 100.134), (98.531, 98.266))",100.266625
"((102.0, 101.735), (100.667, 100.4), (100.4, 100.134), (98.265, 98.0))",100.200125
"((102.0, 101.735), (100.667, 100.4), (100.133, 99.867), (99.866, 99.6))",100.5335
"((102.0, 101.735), (100.667, 100.4), (100.133, 99.867), (99.599, 99.333))",100.46675
"((102.0, 101.735), (100.667, 100.4), (100.133, 99.867), (99.332, 99.066))",100.4
"((102.0, 101.735), (100.667, 100.4), (100.133, 99.867), (99.065, 98.799))",100.33325
"((102.0, 101.735), (100.667, 100.4), (100.133, 99.867), (98.798, 98.532))",100.26650000000001
"((102.0, 101.735), (100.667, 100.4), (100.133, 99.867), (98.531, 98.266))",100.199875
"((102.0, 101.735), (100.667, 100.4), (100.133, 99.867), (98.265, 98.0))",100.133375
"((102.0, 101.735), (100.667, 100.4), (99.866, 99.6), (99.599, 99.333))",100.4
"((102.0, 101.735), (100.667, 100.4), (99.866, 99.6), (99.332, 99.066))",100.33325
"((102.0, 101.735), (100.667, 100.4), (99.866, 99.6), (99.065, 98.799))",100.26650000000001
"((102.0, 101.735), (100.667, 100.4), (99.866, 99.6), (98.798, 98.532))",100.19975
"((102.0, 101.735), (100.667, 100.4), (99.866, 99.6), (98.531, 98.266))",100.133125
"((102.0, 101.735), (100.667, 100.4), (99.866, 99.6), (98.265, 98.0))",100.066625
"((102.0, 101.735), (100.667, 100.4), (99.599, 99.333), (99.332, 99.066))",100.26650000000001
"((102.0, 101.735), (100.667, 100.4), (99.599, 99.333), (99.065, 98.799))",100.19975000000001
"((102.0, 101.735), (100.667, 100.4), (99.599, 99.333), (98.798, 98.532))",100.13300000000001
"((102.0, 101.735), (100.667, 100.4), (99.599, 99.333), (98.531, 98.266))",100.06637500000001
"((102.0, 101.735), (100.667, 100.4), (99.599, 99.333), (98.265, 98.0))",99.999875
"((102.0, 101.735), (100.667, 100.4), (99.332, 99.066), (99.065, 98.799))",100.13300000000001
"((102.0, 101.735), (100.667, 100.4), (99.332, 99.066), (98.798, 98.532))",100.06625
"((102.0, 101.735), (100.667, 100.4), (99.332, 99.066), (98.531, 98.266))",99.99962500000001
"((102.0, 101.735), (100.667, 100.4), (99.332, 99.066), (98.265, 98.0))",99.933125
"((102.0, 101.735), (100.667, 100.4), (99.065, 98.799), (98.798, 98.532))",99.99950000000001
"((102.0, 101.735), (100.667, 100.4), (99.065, 98.799), (98.531, 98.266))",99.93287500000001
"((102.0, 101.735), (100.667, 100.4), (99.065, 98.799), (98.265, 98.0))",99.866375
"((102.0, 101.735), (100.667, 100.4), (98.798, 98.532), (98.531, 98.266))",99.86612500000001
"((102.0, 101.735), (100.667, 100.4), (98.798, 98.532), (98.265, 98.0))",99.799625
"((102.0, 101.735), (100.667, 100.4), (98.531, 98.266), (98.265, 98.0))",99.733
"((102.0, 101.735), (100.4, 100.134), (100.133, 99.867), (99.866, 99.6))",100.466875
"((102.0, 101.735), (100.4, 100.134), (100.133, 99.867), (99.599, 99.333))",100.400125
"((102.0, 101.735), (100.4, 100.134), (100.133, 99.867), (99.332, 99.066))",100.333375
"((102.0, 101.735), (100.4, 100.134), (100.133, 99.867), (99.065, 98.799))",100.266625
"((102.0, 101.735), (100.4, 100.134), (100.133, 99.867), (98.798, 98.532))",100.19987499999999
"((102.0, 101.735), (100.4, 100.134), (100.133, 99.867), (98.531, 98.266))",100.13325
"((102.0, 101.735), (100.4, 100.134), (100.133, 99.867), (98.265, 98.0))",100.06675
"((102.0, 101.735), (100.4, 100.134), (99.866, 99.6), (99.599, 99.333))",100.333375
"((102.0, 101.735), (100.4, 100.134), (99.866, 99.6), (99.332, 99.066))",100.266625
"((102.0, 101.735), (100.4, 100.134), (99.866, 99.6), (99.065, 98.799))",100.199875
"((102.0, 101.735), (100.4, 100.134), (99.866, 99.6), (98.798, 98.532))",100.133125
"((102.0, 101.735), (100.4, 100.134), (99.866, 99.6), (98.531, 98.266))",100.0665
"((102.0, 101.735), (100.4, 100.134), (99.866, 99.6), (98.265, 98.0))",100.0
"((102.0, 101.735), (100.4, 100.134), (99.599, 99.333), (99.332, 99.066))",100.199875
